id,model,family,arm,words,word_agreement,n_spans_a,n_spans_b,jaccard_initializing,density_a_initializing,density_b_initializing,abs_ddensity_initializing,jaccard_deduction,density_a_deduction,density_b_deduction,abs_ddensity_deduction,jaccard_adding-knowledge,density_a_adding-knowledge,density_b_adding-knowledge,abs_ddensity_adding-knowledge,jaccard_example-testing,density_a_example-testing,density_b_example-testing,abs_ddensity_example-testing,jaccard_uncertainty-estimation,density_a_uncertainty-estimation,density_b_uncertainty-estimation,abs_ddensity_uncertainty-estimation,jaccard_backtracking,density_a_backtracking,density_b_backtracking,abs_ddensity_backtracking
deepseek_qwen/actions/alpha0.3/59/real,deepseek_qwen,actions,alpha0.3,237,0.8270042194092827,19,18,1.0,0.4219409282700422,0.4219409282700422,0.0,0.7320261437908496,5.485232067510548,4.219409282700422,1.2658227848101262,0.3492063492063492,0.8438818565400844,1.6877637130801688,0.8438818565400844,,0.0,0.0,0.0,1.0,1.2658227848101267,1.2658227848101267,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.3/115/fake,qwen3,actions,alpha0.3,215,0.8697674418604651,15,16,0.76,0.46511627906976744,0.9302325581395349,0.46511627906976744,0.7281553398058253,3.7209302325581395,3.255813953488372,0.4651162790697674,0.8777777777777778,2.3255813953488373,2.7906976744186047,0.4651162790697674,,0.0,0.0,0.0,1.0,0.46511627906976744,0.46511627906976744,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.3/1/fake,qwen3,actions,alpha0.3,138,0.8260869565217391,8,10,1.0,0.7246376811594203,2.1739130434782608,1.4492753623188404,0.6521739130434783,2.1739130434782608,3.6231884057971016,1.4492753623188408,0.6363636363636364,2.1739130434782608,1.4492753623188406,0.7246376811594202,,0.0,0.0,0.0,0.0,0.7246376811594203,0.0,0.7246376811594203,,0.0,0.0,0.0
qwen3/actions/alpha0.3/140/real,qwen3,actions,alpha0.3,292,0.8047945205479452,15,23,0.5641025641025641,0.3424657534246575,0.684931506849315,0.3424657534246575,0.8148148148148148,2.0547945205479454,2.3972602739726026,0.3424657534246571,0.7279411764705882,1.0273972602739727,3.767123287671233,2.73972602739726,0.3333333333333333,1.36986301369863,0.684931506849315,0.684931506849315,,0.0,0.0,0.0,1.0,0.3424657534246575,0.3424657534246575,0.0
qwen3/actions/alpha0.3/76/real,qwen3,actions,alpha0.3,203,0.8916256157635468,15,15,0.8,1.477832512315271,1.9704433497536946,0.4926108374384237,0.8837209302325582,3.9408866995073892,4.433497536945813,0.49261083743842393,0.45,1.477832512315271,0.49261083743842365,0.9852216748768472,,0.0,0.0,0.0,1.0,0.49261083743842365,0.49261083743842365,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.3/30/real,qwen3,actions,alpha0.3,200,1.0,15,17,1.0,0.5,1.0,0.5,1.0,5.0,5.0,0.0,1.0,1.5,2.0,0.5,,0.0,0.0,0.0,1.0,0.5,0.5,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.3/137/real,qwen3,actions,alpha0.3,201,0.9253731343283582,14,14,1.0,0.4975124378109453,0.4975124378109453,0.0,0.8880597014925373,4.477611940298507,4.975124378109452,0.49751243781094523,0.625,1.9900497512437811,1.492537313432836,0.49751243781094523,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.3/8/fake,qwen3,actions,alpha0.3,290,1.0,22,22,1.0,0.3448275862068966,0.3448275862068966,0.0,1.0,4.827586206896552,4.827586206896552,0.0,1.0,1.7241379310344827,1.7241379310344827,0.0,1.0,0.3448275862068966,0.3448275862068966,0.0,1.0,0.3448275862068966,0.3448275862068966,0.0,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.25/81/hypothetical,deepseek_qwen,triggers,alpha0.25,362,0.7651933701657458,21,20,0.52,0.27624309392265195,0.27624309392265195,0.0,0.7393162393162394,3.314917127071823,2.7624309392265194,0.5524861878453038,0.5038167938931297,1.6574585635359116,1.6574585635359116,0.0,,0.0,0.0,0.0,0.375,0.5524861878453039,0.8287292817679558,0.2762430939226519,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.25/59/hypothetical,deepseek_qwen,triggers,alpha0.25,647,0.9536321483771252,40,40,1.0,0.1545595054095827,0.1545595054095827,0.0,0.946236559139785,2.3183925811437405,2.1638330757341575,0.15455950540958296,1.0,1.2364760432766615,1.2364760432766615,0.0,0.9665551839464883,2.3183925811437405,2.472952086553323,0.15455950540958252,0.0,0.0,0.1545595054095827,0.1545595054095827,0.0,0.1545595054095827,0.0,0.1545595054095827
qwq/harmbench/alpha0.25/61/single,qwq,harmbench,alpha0.25,1510,0.8913907284768212,123,119,1.0,0.06622516556291391,0.06622516556291391,0.0,0.9063492063492063,6.158940397350993,5.695364238410596,0.4635761589403975,,0.0,0.0,0.0,,0.0,0.0,0.0,0.6426116838487973,1.9205298013245033,1.5894039735099337,0.3311258278145697,0.0,0.0,0.5298013245033113,0.5298013245033113
qwq/harmbench/alpha0.25/35/single,qwq,harmbench,alpha0.25,316,0.7689873417721519,23,23,0.5588235294117647,0.6329113924050633,0.31645569620253167,0.31645569620253167,0.7444933920704846,4.113924050632911,4.746835443037975,0.632911392405064,0.3829787234042553,1.8987341772151898,1.2658227848101267,0.6329113924050631,,0.0,0.0,0.0,0.4642857142857143,0.31645569620253167,0.6329113924050633,0.31645569620253167,1.0,0.31645569620253167,0.31645569620253167,0.0
qwen3/triggers/alpha0.25/26/hypothetical,qwen3,triggers,alpha0.25,387,0.9198966408268734,22,22,1.0,0.25839793281653745,0.25839793281653745,0.0,0.8702928870292888,3.359173126614987,3.359173126614987,0.0,1.0,0.7751937984496124,0.7751937984496124,0.0,1.0,0.7751937984496124,0.7751937984496124,0.0,0.3541666666666667,0.5167958656330749,0.5167958656330749,0.0,,0.0,0.0,0.0
qwen3/triggers/alpha0.25/112/hypothetical,qwen3,triggers,alpha0.25,366,0.8797814207650273,21,24,1.0,0.273224043715847,0.546448087431694,0.273224043715847,0.8287937743190662,3.278688524590164,4.371584699453552,1.0928961748633883,1.0,1.639344262295082,1.639344262295082,0.0,,0.0,0.0,0.0,0.0,0.546448087431694,0.0,0.546448087431694,,0.0,0.0,0.0
qwen3/triggers/alpha0.25/61/hypothetical,qwen3,triggers,alpha0.25,345,0.6289855072463768,20,28,0.7441860465116279,0.5797101449275363,0.8695652173913043,0.28985507246376807,0.41397849462365593,2.028985507246377,3.7681159420289854,1.7391304347826084,0.4084507042253521,1.7391304347826086,2.318840579710145,0.5797101449275364,0.0,0.2898550724637681,0.0,0.2898550724637681,1.0,0.8695652173913043,0.8695652173913043,0.0,0.5,0.2898550724637681,0.2898550724637681,0.0
deepseek_qwen/actions/alpha0.25/64/real,deepseek_qwen,actions,alpha0.25,328,0.8932926829268293,19,18,1.0,0.6097560975609756,0.6097560975609756,0.0,0.7965116279069767,3.3536585365853657,2.4390243902439024,0.9146341463414633,0.9175257731958762,1.524390243902439,1.829268292682927,0.30487804878048785,,0.0,0.0,0.0,0.18181818181818182,0.3048780487804878,0.6097560975609756,0.3048780487804878,,0.0,0.0,0.0
deepseek_qwen/actions/alpha0.25/69/fake,deepseek_qwen,actions,alpha0.25,186,0.956989247311828,12,12,0.7241379310344828,1.075268817204301,0.5376344086021505,0.5376344086021505,1.0,3.225806451612903,3.225806451612903,0.0,1.0,1.075268817204301,1.075268817204301,0.0,1.0,0.5376344086021505,0.5376344086021505,0.0,1.0,0.5376344086021505,0.5376344086021505,0.0,0.0,0.0,0.5376344086021505,0.5376344086021505
deepseek_qwen/actions/alpha0.25/119/fake,deepseek_qwen,actions,alpha0.25,208,1.0,18,18,1.0,0.4807692307692308,0.4807692307692308,0.0,1.0,2.4038461538461537,2.4038461538461537,0.0,1.0,2.4038461538461537,2.4038461538461537,0.0,1.0,0.9615384615384616,0.9615384615384616,0.0,1.0,2.4038461538461537,2.4038461538461537,0.0,,0.0,0.0,0.0
qwq/harmbench/alpha0.05_aware/100/single,qwq,harmbench,alpha0.05_aware,143,1.0,13,13,1.0,0.6993006993006993,0.6993006993006993,0.0,1.0,6.293706293706293,6.293706293706293,0.0,1.0,2.097902097902098,2.097902097902098,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/harmbench/alpha0.05_aware/0/single,qwq,harmbench,alpha0.05_aware,202,1.0,19,19,1.0,0.49504950495049505,0.49504950495049505,0.0,1.0,6.435643564356436,6.435643564356436,0.0,1.0,1.9801980198019802,1.9801980198019802,0.0,1.0,0.49504950495049505,0.49504950495049505,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwq/harmbench/alpha0.05_aware/77/single,qwq,harmbench,alpha0.05_aware,285,1.0,25,25,1.0,0.3508771929824561,0.3508771929824561,0.0,1.0,3.8596491228070176,3.8596491228070176,0.0,1.0,2.456140350877193,2.456140350877193,0.0,1.0,0.3508771929824561,0.3508771929824561,0.0,1.0,1.7543859649122806,1.7543859649122806,0.0,,0.0,0.0,0.0
qwq/harmbench/alpha0.05_aware/75/single,qwq,harmbench,alpha0.05_aware,1122,0.9688057040998217,108,108,1.0,0.17825311942959002,0.17825311942959002,0.0,0.8504273504273504,1.6934046345811051,1.6934046345811051,0.0,1.0,6.4171122994652405,6.4171122994652405,0.0,,0.0,0.0,0.0,0.6875,1.2477718360071302,1.2477718360071302,0.0,1.0,0.08912655971479501,0.08912655971479501,0.0
deepseek_qwen/actions/alpha0.0/115/real,deepseek_qwen,actions,alpha0.0,175,0.9257142857142857,15,15,1.0,0.5714285714285714,0.5714285714285714,0.0,0.8712871287128713,5.142857142857143,4.571428571428571,0.5714285714285721,1.0,2.2857142857142856,2.2857142857142856,0.0,,0.0,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714
deepseek_qwen/actions/alpha0.0/9/fake,deepseek_qwen,actions,alpha0.0,164,1.0,11,11,1.0,0.6097560975609756,0.6097560975609756,0.0,1.0,4.2682926829268295,4.2682926829268295,0.0,1.0,1.829268292682927,1.829268292682927,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.05_aware/71/hypothetical,deepseek_qwen,triggers,alpha0.05_aware,1057,0.771050141911069,68,75,0.19540229885057472,0.1892147587511826,0.1892147587511826,0.0,0.7075757575757575,3.7842951750236518,4.446546830652791,0.6622516556291389,0.5189504373177842,1.5137180700094608,1.4191106906338695,0.09460737937559127,0.6854838709677419,0.47303689687795647,0.5676442762535477,0.09460737937559127,0.8,0.47303689687795647,0.47303689687795647,0.0,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.05_aware/40/hypothetical,deepseek_qwen,triggers,alpha0.05_aware,497,0.8672032193158954,34,34,0.84375,0.2012072434607646,0.4024144869215292,0.2012072434607646,0.8057324840764332,4.225352112676056,3.420523138832998,0.8048289738430578,1.0,0.8048289738430584,0.8048289738430584,0.0,0.33695652173913043,0.4024144869215292,1.2072434607645874,0.8048289738430583,0.8979591836734694,0.8048289738430584,0.6036217303822937,0.20120724346076468,1.0,0.4024144869215292,0.4024144869215292,0.0
qwen3/actions/alpha0.0/108/real,qwen3,actions,alpha0.0,193,1.0,13,13,1.0,1.5544041450777202,1.5544041450777202,0.0,1.0,3.1088082901554404,3.1088082901554404,0.0,1.0,2.0725388601036268,2.0725388601036268,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
qwen3/actions/alpha0.0/135/real,qwen3,actions,alpha0.0,247,1.0,15,15,1.0,0.8097165991902834,0.8097165991902834,0.0,1.0,3.6437246963562755,3.6437246963562755,0.0,1.0,1.214574898785425,1.214574898785425,0.0,,0.0,0.0,0.0,1.0,0.4048582995951417,0.4048582995951417,0.0,,0.0,0.0,0.0
deepseek_qwen/actions_sampling/alpha0.0/128/real,deepseek_qwen,actions_sampling,alpha0.0,243,0.7695473251028807,17,17,1.0,1.2345679012345678,1.2345679012345678,0.0,0.7077922077922078,3.7037037037037037,3.7037037037037037,0.0,0.7169811320754716,1.646090534979424,1.2345679012345678,0.4115226337448561,0.0,0.0,0.411522633744856,0.411522633744856,0.0,0.411522633744856,0.411522633744856,0.0,,0.0,0.0,0.0
qwq/harmbench/alpha0.0/61/single,qwq,harmbench,alpha0.0,246,0.983739837398374,18,19,0.8333333333333334,0.4065040650406504,0.4065040650406504,0.0,1.0,4.471544715447155,4.471544715447155,0.0,1.0,2.032520325203252,2.032520325203252,0.0,,0.0,0.0,0.0,0.6923076923076923,0.4065040650406504,0.8130081300813008,0.4065040650406504,,0.0,0.0,0.0
qwq/harmbench/alpha0.0/64/single,qwq,harmbench,alpha0.0,244,0.8278688524590164,23,22,0.7727272727272727,0.4098360655737705,0.4098360655737705,0.0,0.7131782945736435,4.508196721311475,6.147540983606557,1.639344262295082,1.0,1.639344262295082,1.639344262295082,0.0,0.0,1.2295081967213115,0.0,1.2295081967213115,0.65625,1.639344262295082,0.819672131147541,0.819672131147541,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.0/167/hypothetical,deepseek_qwen,triggers,alpha0.0,275,1.0,20,20,1.0,0.36363636363636365,0.36363636363636365,0.0,1.0,4.363636363636363,4.363636363636363,0.0,1.0,2.1818181818181817,2.1818181818181817,0.0,,0.0,0.0,0.0,1.0,0.36363636363636365,0.36363636363636365,0.0,,0.0,0.0,0.0
deepseek_qwen/triggers/alpha0.0/212/hypothetical,deepseek_qwen,triggers,alpha0.0,746,0.9839142091152815,49,49,1.0,0.40214477211796246,0.40214477211796246,0.0,0.9732142857142857,4.021447721179625,3.8873994638069704,0.13404825737265424,0.9016393442622951,1.0723860589812333,1.2064343163538873,0.13404825737265402,1.0,0.2680965147453083,0.2680965147453083,0.0,1.0,0.2680965147453083,0.2680965147453083,0.0,1.0,0.5361930294906166,0.5361930294906166,0.0
deepseek_qwen/actions/alpha0.05_aware/121/fake,deepseek_qwen,actions,alpha0.05_aware,208,0.9038461538461539,15,15,1.0,0.4807692307692308,0.4807692307692308,0.0,0.8518518518518519,3.8461538461538463,4.326923076923077,0.4807692307692304,0.6610169491525424,1.9230769230769231,1.4423076923076923,0.48076923076923084,,0.0,0.0,0.0,1.0,0.9615384615384616,0.9615384615384616,0.0,,0.0,0.0,0.0
